City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
695,Puerto Suarez,BO,-18.95,-57.8,83.17,58,61,3.69,broken clouds
696,Pilar,BR,-9.5972,-35.9567,75.13,88,37,4.29,scattered clouds
697,Biak,ID,-0.9131,122.8766,83.17,68,98,3.6,overcast clouds
698,Solnechnyy,RU,50.7214,136.6319,52.92,55,100,5.53,overcast clouds
699,Veraval,IN,20.9,70.3667,80.98,75,0,8.57,clear sky
700,Shar,KZ,49.5886,81.0453,30.47,60,18,5.64,few clouds
701,Cozumel,MX,20.5083,-86.9458,82.0,80,40,5.01,scattered clouds
702,Along,IN,28.1667,94.7667,72.63,75,2,1.48,clear sky
703,Malinovskiy,RU,61.1953,62.8397,37.72,93,100,4.59,overcast clouds
704,Kizema,RU,61.113,44.8302,37.74,91,91,5.23,overcast clouds
705,Frontera,MX,26.9333,-101.45,80.94,64,96,13.51,overcast clouds
706,Tecoanapa,MX,16.5167,-98.75,81.68,82,5,6.85,clear sky
707,Betare Oya,CM,5.6,14.0833,66.07,91,97,2.21,overcast clouds
708,Medea,DZ,36.2642,2.7539,46.85,81,77,1.66,broken clouds
709,Brigantine,US,39.4101,-74.3646,67.01,92,90,10.36,overcast clouds
710,Daru,PG,-9.0763,143.2092,83.28,77,53,8.28,broken clouds
711,Akhtubinsk,RU,48.2795,46.1722,50.09,52,17,13.96,few clouds
712,Faanui,PF,-16.4833,-151.75,80.62,74,100,14.18,overcast clouds
713,Hirara,JP,24.8,125.2833,81.95,82,100,18.48,overcast clouds
714,Oskemen,KZ,49.9565,82.6119,30.16,93,90,2.24,overcast clouds
